path	classification	base_sha256	source_sha256	target_sha256	source_mode	target_mode	planned_output
web/src/AuthEntry.tsx	b03_only	e21db9bf31befffb13eff84eaa090f083dd4e24fb17cda6ffb7c8f409b4a1c87	f33ddd8d2f88c276a1a6076b3e2c2b204608292ee4efb3de2d41364309aa1dd2	e21db9bf31befffb13eff84eaa090f083dd4e24fb17cda6ffb7c8f409b4a1c87	0644	0644	f33ddd8d2f88c276a1a6076b3e2c2b204608292ee4efb3de2d41364309aa1dd2
web/src/AuthResult.tsx	b03_only	dfb1245fbdea2e8aaca30bd4a2ff1ab663542c220cbc6557864155360df652a2	a95e6ac814f07060bc38f05224584f8a7a99924408028498d8a6b93f70a37ffc	dfb1245fbdea2e8aaca30bd4a2ff1ab663542c220cbc6557864155360df652a2	0644	0644	a95e6ac814f07060bc38f05224584f8a7a99924408028498d8a6b93f70a37ffc
web/src/ConfigurationFields.tsx	b03_only	ABSENT	089dd1dd902b545fd60d1fa05b8ed0f183ceb0196ae62b59f2563790070f2134	ABSENT	0644	ABSENT	089dd1dd902b545fd60d1fa05b8ed0f183ceb0196ae62b59f2563790070f2134
web/src/CreateProjectPage.tsx	b03_only	ABSENT	9cc5d35da36ca09ee8e7eb9048bf3329f9a37c440ec136ffe7b58116725a0d8f	ABSENT	0644	ABSENT	9cc5d35da36ca09ee8e7eb9048bf3329f9a37c440ec136ffe7b58116725a0d8f
web/src/ProjectOperationPage.tsx	b03_only	ABSENT	fc44cd01da3db355605e93a6a3a80a7164134bde1cfa80bfa78f81520adef6c2	ABSENT	0644	ABSENT	fc44cd01da3db355605e93a6a3a80a7164134bde1cfa80bfa78f81520adef6c2
web/src/ProjectOperationResult.tsx	b03_only	ABSENT	7fd334d24493eaa9e12e2a7724cbfc08e7f4bb30e95f537ef5c7d001a86c0bc4	ABSENT	0644	ABSENT	7fd334d24493eaa9e12e2a7724cbfc08e7f4bb30e95f537ef5c7d001a86c0bc4
web/src/ProjectPage.tsx	b03_only	ABSENT	fef95e0b14c90ddd3b928bae93d202ca0782f4564f1c152fd608fe3227402e6d	ABSENT	0644	ABSENT	fef95e0b14c90ddd3b928bae93d202ca0782f4564f1c152fd608fe3227402e6d
web/src/ProjectSettingsPage.tsx	b03_only	ABSENT	252a521c97dad5ea060d1cd40096ede020bd03a7a2afd64b3d4f76e6188367a8	ABSENT	0644	ABSENT	252a521c97dad5ea060d1cd40096ede020bd03a7a2afd64b3d4f76e6188367a8
web/src/ProjectShell.tsx	b03_only	ABSENT	ac24a5fcd4f8335daa150d9c4a70aeeb3ab15308ea4906ed31925f74498793c9	ABSENT	0644	ABSENT	ac24a5fcd4f8335daa150d9c4a70aeeb3ab15308ea4906ed31925f74498793c9
web/src/ProjectsPage.tsx	b03_only	ABSENT	e379f7596bf2d92f4fbad2ebdd4ea9d810b062d802f117f838e14ea2991cd4da	ABSENT	0644	ABSENT	e379f7596bf2d92f4fbad2ebdd4ea9d810b062d802f117f838e14ea2991cd4da
web/src/RepositoryHome.tsx	b03_only	8989b0899ae0e9fef862fa2aab60290b830c7ce44423f22dedf600ae9d5b1590	1bb19287364800147824e228e1a5d6e4afa5199d3c67e8c99f466e13be585d4e	8989b0899ae0e9fef862fa2aab60290b830c7ce44423f22dedf600ae9d5b1590	0644	0644	1bb19287364800147824e228e1a5d6e4afa5199d3c67e8c99f466e13be585d4e
web/src/RepositoryPicker.tsx	b03_only	ABSENT	a45458c8c0298c0fa78516e2fa3c2912a1893287a8b671fd6bac4e6d5717e56f	ABSENT	0644	ABSENT	a45458c8c0298c0fa78516e2fa3c2912a1893287a8b671fd6bac4e6d5717e56f
web/src/api.test.mjs	b03_only	77b3b2b928c75ad3e23763f00f877b4cf06b5afd08306fb1e780570ed8e9fc88	06edb894bbf6d75319c42631f036b91b42df7ee82ce95d8946a86e3123bd3617	77b3b2b928c75ad3e23763f00f877b4cf06b5afd08306fb1e780570ed8e9fc88	0644	0644	06edb894bbf6d75319c42631f036b91b42df7ee82ce95d8946a86e3123bd3617
web/src/api.ts	b03_only	78861f6027dba02db2009673d625069da5665d147007086eebc7c751adc9f09f	422c3e3df974c16ce825236082770b91f862a962482dc597e6d724e0594bab63	78861f6027dba02db2009673d625069da5665d147007086eebc7c751adc9f09f	0644	0644	422c3e3df974c16ce825236082770b91f862a962482dc597e6d724e0594bab63
web/src/main.tsx	b03_only	5bcc1b22de7b72c13dff2f93808c98eb436ee400cf501a68066ec6e5e8daedfe	a3a13477481627e7161a1302478a31151995df05d3dea7bccf67fc4c785f330e	5bcc1b22de7b72c13dff2f93808c98eb436ee400cf501a68066ec6e5e8daedfe	0644	0644	a3a13477481627e7161a1302478a31151995df05d3dea7bccf67fc4c785f330e
web/src/project.test.mjs	b03_only	ABSENT	835d660679eee9e35e8a9615363ee853592ac5a2b08a546c47771476b8afc8de	ABSENT	0644	ABSENT	835d660679eee9e35e8a9615363ee853592ac5a2b08a546c47771476b8afc8de
web/src/projectApi.ts	b03_only	ABSENT	0bba8b0c5bd0e3b4237153404cd89a9c888456a02c6ece88c7b640e8cc56898d	ABSENT	0644	ABSENT	0bba8b0c5bd0e3b4237153404cd89a9c888456a02c6ece88c7b640e8cc56898d
web/src/projectDrafts.ts	b03_only	ABSENT	1866bd5a13421339b897bb9bf520c75f4179ee0baf1ded18c4fe3947fe71793f	ABSENT	0644	ABSENT	1866bd5a13421339b897bb9bf520c75f4179ee0baf1ded18c4fe3947fe71793f
web/src/projectPages.ts	b03_only	ABSENT	16a7b855a990a0c24cb431eec73e2d7d20e4907618154eda0afa5c40667643e5	ABSENT	0644	ABSENT	16a7b855a990a0c24cb431eec73e2d7d20e4907618154eda0afa5c40667643e5
web/src/projectRecovery.ts	b03_only	ABSENT	43232267bce8e57133bf986a4e43c4068bb239cc9d4c11bfa6608b6f356cdfa5	ABSENT	0644	ABSENT	43232267bce8e57133bf986a4e43c4068bb239cc9d4c11bfa6608b6f356cdfa5
web/src/projectRequests.ts	b03_only	ABSENT	141c9be47d80cf416a6813e17e07c08014319a049a0fb24ee9711810a570a30c	ABSENT	0644	ABSENT	141c9be47d80cf416a6813e17e07c08014319a049a0fb24ee9711810a570a30c
web/src/recovery.ts	b03_only	aea778f5322a62429f2107509a46f76f7c942c5b8c5b9dead273b78fbe9cb5e5	33872298b0b64c67c6b1f15717ca3d7a23b6863f3bbbf4c65e27aff6f24af7f6	aea778f5322a62429f2107509a46f76f7c942c5b8c5b9dead273b78fbe9cb5e5	0644	0644	33872298b0b64c67c6b1f15717ca3d7a23b6863f3bbbf4c65e27aff6f24af7f6
web/src/routes.ts	b03_only	ABSENT	4282b2fa2611dfdf51fa646dc8d040040f5b2651a261ac57cf8ef42c1ddf8915	ABSENT	0644	ABSENT	4282b2fa2611dfdf51fa646dc8d040040f5b2651a261ac57cf8ef42c1ddf8915
web/src/session.ts	b03_only	0a14aad67fc5dadaa002ed80da4e24620a5f5a3aeb1d77007c689330b65beb94	20b3889412b331d475744852ea6d8b8524cae7008609c39201ba9a8c4d84b3bc	0a14aad67fc5dadaa002ed80da4e24620a5f5a3aeb1d77007c689330b65beb94	0644	0644	20b3889412b331d475744852ea6d8b8524cae7008609c39201ba9a8c4d84b3bc
web/src/style.css	b03_only	d2f078d976600a196cc3b9687de66ad96d006499a56f333a00ef710463f986c0	305ed0ae236d628f5511e44efa53c09770bcde96d3eddd04c715a3deb75b30e2	d2f078d976600a196cc3b9687de66ad96d006499a56f333a00ef710463f986c0	0644	0644	305ed0ae236d628f5511e44efa53c09770bcde96d3eddd04c715a3deb75b30e2
web/src/test-loader.mjs	b03_only	ABSENT	2b9737cbdbd2be95857c18d3598624ebaff7faec002c38deab1ad8106a749071	ABSENT	0644	ABSENT	2b9737cbdbd2be95857c18d3598624ebaff7faec002c38deab1ad8106a749071
web/src/values.ts	b03_only	ABSENT	325d3dcf77d993e16f8086f19d825d864711d81174903f7d8d2648d10cdbc8d2	ABSENT	0644	ABSENT	325d3dcf77d993e16f8086f19d825d864711d81174903f7d8d2648d10cdbc8d2
